source,target,source_type,target_type,edge_type,regulatory_type,weight,pearson_r,pearson_p,pearson_p_fdr,fdr_significant,miRDB_validated
hsa-miR-429,PTHLH,miRNA,mRNA,miRNA-mRNA,validated,-0.3960942456453585,-0.3960942456453585,0.024820533408871377,0.9988699114074102,False,True
hsa-miR-451,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.4390501342451907,-0.4390501342451907,0.01193863877395811,0.9142732479646353,False,False
hsa-miR-451,IGF1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.30374856078701096,-0.30374856078701096,0.09100964267451399,0.9988699114074102,False,False
hsa-miR-451,TIMP3,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.27987702258438196,-0.27987702258438196,0.12080011940996037,0.9988699114074102,False,False
hsa-miR-454,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3089727482140449,-0.3089727482140449,0.08531217089922141,0.9988699114074102,False,False
hsa-miR-455-5p,CCNE1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3417967405579215,-0.3417967405579215,0.055532965500775223,0.9988699114074102,False,False
hsa-miR-455-5p,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.31972454090679037,-0.31972454090679037,0.0744509593792966,0.9988699114074102,False,False
hsa-miR-455-5p,DLC1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3170702713666479,-0.3170702713666479,0.0770268118234177,0.9988699114074102,False,False
hsa-miR-455-5p,FGFR1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3032664767747059,-0.3032664767747059,0.09154968127318343,0.9988699114074102,False,False
hsa-miR-455-5p,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2961917810483869,-0.2961917810483869,0.09975883586047213,0.9988699114074102,False,False
hsa-miR-490-3p,hsa-miR-509-3p,miRNA,miRNA,miRNA-miRNA,coexpression,0.9290765683602442,0.9290765683602442,1.7047891347958876e-14,1.137946747476255e-12,False,False
hsa-miR-490-3p,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.33222382977362697,-0.33222382977362697,0.06320710851240395,0.9988699114074102,False,False
hsa-miR-494 (+++ See note below),hsa-miR-2117,miRNA,miRNA,miRNA-miRNA,coexpression,0.9176009257642727,0.9176009257642727,1.4955556073686645e-13,6.655222452790557e-12,False,False
hsa-miR-497,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.32129874384819235,-0.32129874384819235,0.07295511888627158,0.9988699114074102,False,False
hsa-miR-497,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2845912475989047,-0.2845912475989047,0.1144085173172608,0.9988699114074102,False,False
hsa-miR-509-3p,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.37766270233838445,-0.37766270233838445,0.03308770152331533,0.9988699114074102,False,False
hsa-miR-509-3p,ESR1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2938190162023308,-0.2938190162023308,0.10263321954667015,0.9988699114074102,False,False
hsa-miR-509-3p,FLT3,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.28281655080220086,-0.28281655080220086,0.11678433374485367,0.9988699114074102,False,False
hsa-miR-509-3p,JUN,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.2776461809332952,-0.2776461809332952,0.1239155079439161,0.9988699114074102,False,False
hsa-miR-520c-3p,PLA2G2A,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.31171198477720136,-0.31171198477720136,0.08243625715492953,0.9988699114074102,False,False
hsa-miR-520c-3p,FLT3,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3089268868614834,-0.3089268868614834,0.08536096701565153,0.9988699114074102,False,False
hsa-miR-532-5p,PTHLH,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.4114228589101497,-0.4114228589101497,0.019312877191238698,0.9984528689551758,False,False
hsa-miR-532-5p,PLAT,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3652538689372148,-0.3652538689372148,0.03981953147916903,0.9988699114074102,False,False
hsa-miR-542-3p,hsa-miR-579 (+++ See note below),miRNA,miRNA,miRNA-miRNA,coexpression,0.9903923732384048,0.9903923732384048,2.4378771093333807e-27,9.76369782288019e-24,False,False
hsa-miR-542-3p,CCNE1,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3361413047944935,-0.3361413047944935,0.05997195970525353,0.9988699114074102,False,False
hsa-miR-542-3p,TGFA,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3120526975698458,-0.3120526975698458,0.08208382376680687,0.9988699114074102,False,False
hsa-miR-542-3p,CASP10,miRNA,mRNA,miRNA-mRNA,anticorrelation,-0.3119782937530624,-0.3119782937530624,0.08216068797382417,0.9988699114074102,False,False
